Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Toyota,Corolla,2015,regular unleaded,132,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,37,28,2031,16950
Scion,xB,2013,regular unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,Wagon,28,22,105,16970
Scion,xB,2014,regular unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,Wagon,28,22,105,16970
Dodge,Caliber,2010,regular unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,Wagon,31,23,1851,16975
Chevrolet,Cruze,2017,regular unleaded,153,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,39,28,1385,16975
Kia,Rio,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,37,27,1720,16990
Nissan,Sentra,2017,regular unleaded,130,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,35,27,2009,16990
FIAT,500,2016,premium unleaded,101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,16995
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,36,25,1851,16995
Mitsubishi,Mirage G4,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,42,35,436,16995
Suzuki,SX4,2011,regular unleaded,150,4,MANUAL,all wheel drive,4,Crossover,Compact,4dr Hatchback,30,22,481,16999
Suzuki,SX4,2012,regular unleaded,150,4,MANUAL,all wheel drive,4,Crossover,Compact,4dr Hatchback,30,22,481,16999
Suzuki,SX4,2013,regular unleaded,150,4,MANUAL,all wheel drive,4,Crossover,Compact,4dr Hatchback,30,22,481,16999
Mazda,2,2013,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,28,586,17050
Mazda,2,2014,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,28,586,17050
Scion,xD,2012,regular unleaded,128,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,27,105,17050
Toyota,Yaris iA,2017,regular unleaded,106,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,40,32,2031,17050
Suzuki,SX4,2011,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,30,23,481,17099
Suzuki,SX4,2011,regular unleaded,150,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr Hatchback,30,22,481,17099
Scion,xB,2015,regular unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,Wagon,28,22,105,17120
Nissan,Versa,2016,regular unleaded,109,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,40,31,2009,17140
Hyundai,Elantra,2017,regular unleaded,147,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,36,26,1439,17150
Ford,Focus,2015,flex-fuel,160,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,36,26,5657,17170
Kia,Rio,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,1720,17190
Kia,Soul,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,30,24,1720,17190
Hyundai,Elantra Touring,2010,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,30,23,1439,17195
Hyundai,Elantra Touring,2011,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,30,23,1439,17195
Hyundai,Elantra Touring,2012,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,30,23,1439,17195
Toyota,Yaris,2017,regular unleaded,106,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,30,2031,17200
Ford,Focus,2016,flex-fuel,160,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,36,26,5657,17225
Chevrolet,Sonic,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,35,25,1385,17245
Hyundai,Elantra,2015,regular unleaded,145,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,37,27,1439,17250
Hyundai,Elantra,2016,regular unleaded,145,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,37,27,1439,17250
Nissan,Versa,2017,regular unleaded,109,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,39,31,2009,17280
Chevrolet,Spark,2016,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,31,1385,17285
Toyota,Yaris,2017,regular unleaded,106,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,30,2031,17285
Toyota,Corolla,2016,regular unleaded,132,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,37,28,2031,17300
Volkswagen,Jetta,2015,regular unleaded,115,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,34,25,873,17325
Dodge,Caliber,2011,regular unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,Wagon,32,24,1851,17380
Dodge,Caliber,2012,regular unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,Wagon,32,24,1851,17380
Nissan,Sentra,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,39,30,2009,17380
Hyundai,Accent,2014,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,1439,17395
Mitsubishi,Lancer,2015,regular unleaded,148,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,34,25,436,17395
Suzuki,SX4,2012,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,32,25,481,17399
Kia,Soul,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,30,24,1720,17400
Chevrolet,Spark,2017,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,30,1385,17425
Pontiac,Vibe,2010,regular unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,21,210,17445
Chevrolet,Colorado,2012,regular unleaded,185,4,MANUAL,rear wheel drive,2,Mid-Size Pickup,Compact,Regular Cab Pickup,25,18,1385,17475
FIAT,500,2017,premium unleaded,101,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,Convertible,33,27,819,17485
GMC,Canyon,2012,regular unleaded,185,4,MANUAL,rear wheel drive,2,Mid-Size Pickup,Compact,Regular Cab Pickup,25,18,549,17490
Kia,Forte,2015,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,39,26,1720,17490
FIAT,500,2015,premium unleaded,101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,17495
Hyundai,Accent,2015,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,26,1439,17495
Hyundai,Accent,2016,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,26,1439,17495
Kia,Forte,2017,regular unleaded,147,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,38,29,1720,17500
Suzuki,Equator,2010,regular unleaded,152,4,MANUAL,rear wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,23,19,481,17520
Chevrolet,Sonic,2017,regular unleaded,138,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,39,28,1385,17530
Nissan,Versa Note,2015,regular unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,17530
Chevrolet,Sonic,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,35,24,1385,17545
Toyota,Corolla,2015,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,36,27,2031,17550
Honda,Fit,2015,regular unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,29,2202,17560
Nissan,Cube,2012,regular unleaded,122,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,31,27,2009,17580
Chevrolet,Sonic,2017,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,25,1385,17580
Nissan,Versa,2015,regular unleaded,109,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,40,31,2009,17590
Hyundai,Elantra Coupe,2013,regular unleaded,148,4,MANUAL,front wheel drive,2,Compact,Compact,Coupe,38,28,1439,17595
Suzuki,Equator,2011,regular unleaded,152,4,MANUAL,rear wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,23,19,481,17595
Mitsubishi,Lancer,2016,regular unleaded,148,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,34,24,436,17595
Toyota,Yaris,2015,regular unleaded,106,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,30,2031,17620
Toyota,Yaris,2016,regular unleaded,106,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,30,2031,17670
Volkswagen,Jetta,2016,regular unleaded,150,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,39,28,873,17680
FIAT,500,2015,premium unleaded,101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,17700
Kia,Forte,2016,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,39,26,1720,17700
FIAT,500,2016,premium unleaded,101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,17745
Chevrolet,Cruze,2015,regular unleaded,138,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,36,25,1385,17745
Kia,Rio,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,37,27,1720,17755
Kia,Rio,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,36,27,1720,17755
Nissan,Cube,2013,regular unleaded,122,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,31,27,2009,17760
Nissan,Sentra,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,38,29,2009,17760
Nissan,Sentra,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,40,30,2009,17780
Mitsubishi,Lancer,2017,regular unleaded,148,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,33,24,436,17795
Suzuki,SX4,2011,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr Hatchback,30,23,481,17799
Honda,Fit,2016,regular unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,29,2202,17800
Hyundai,Veloster,2014,regular unleaded,138,4,MANUAL,front wheel drive,3,Hatchback,Compact,2dr Hatchback,35,26,1439,17800
Hyundai,Veloster,2014,regular unleaded,138,4,MANUAL,front wheel drive,3,Hatchback,Compact,2dr Hatchback,35,26,1439,17800
Hyundai,Veloster,2014,regular unleaded,138,4,MANUAL,front wheel drive,3,Hatchback,Compact,2dr Hatchback,35,26,1439,17800
Ford,Ranger,2010,regular unleaded,143,4,MANUAL,rear wheel drive,2,Mid-Size Pickup,Compact,Regular Cab Pickup,27,22,5657,17820
Mazda,3,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,41,29,586,17845
Mazda,3,2017,regular unleaded,155,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,37,27,586,17845
Chevrolet,Cruze Limited,2016,regular unleaded,138,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,36,25,1385,17845
Chevrolet,Sonic,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,25,1385,17845
Suzuki,SX4,2011,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,30,23,481,17849
Suzuki,SX4,2013,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,32,25,481,17849
Scion,iQ,2014,regular unleaded,94,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,37,36,105,17850
Volkswagen,Jetta,2017,regular unleaded,150,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,40,28,873,17895
Suzuki,Equator,2012,regular unleaded,152,4,MANUAL,rear wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,23,19,481,17899
FIAT,500,2016,premium unleaded,101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,17900
Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,36,27,2031,17900
Nissan,Cube,2014,regular unleaded,122,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,31,27,2009,17900
Honda,Fit,2017,regular unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,29,2202,17900
Kia,Rio,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,1720,17905
Kia,Rio,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,27,1720,17905
Scion,xB,2013,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,28,22,105,17920
Scion,xB,2014,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,28,22,105,17920
Nissan,Versa Note,2015,regular unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,17930
Nissan,Versa Note,2015,regular unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,17960
Nissan,Versa Note,2016,regular unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,17980
Nissan,Versa Note,2017,regular unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,31,2009,17980
Nissan,Frontier,2015,regular unleaded,152,4,MANUAL,rear wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,23,19,2009,17990
Nissan,Sentra,2017,regular unleaded,124,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,37,29,2009,17990
Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,41,30,586,17995
Dodge,Caliber,2010,regular unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,Wagon,31,23,1851,17995
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,36,25,1851,17995
Volkswagen,Golf,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,37,25,873,17995
Suzuki,SX4,2012,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr Hatchback,30,23,481,17999
Hyundai,Veloster,2015,regular unleaded,138,4,MANUAL,front wheel drive,3,Hatchback,Compact,2dr Hatchback,35,26,1439,18000
Hyundai,Veloster,2016,regular unleaded,132,4,MANUAL,front wheel drive,3,Hatchback,Compact,2dr Hatchback,35,27,1439,18000
Hyundai,Veloster,2016,regular unleaded,132,4,MANUAL,front wheel drive,3,Hatchback,Compact,2dr Hatchback,35,27,1439,18000
Toyota,Yaris,2017,regular unleaded,106,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,30,2031,18000
Dodge,Caliber,2010,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,27,23,1851,18060
Scion,xB,2015,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,28,22,105,18070
Kia,Forte,2016,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,25,1720,18090
Kia,Forte,2017,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,25,1720,18090
Kia,Rio,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,37,27,1720,18090
Chevrolet,Cruze,2016,regular unleaded,153,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,41,29,1385,18120
Chevrolet,Sonic,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,24,1385,18145
Hyundai,Elantra,2017,regular unleaded,147,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,38,29,1439,18150
Hyundai,Elantra,2017,regular unleaded,147,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,38,29,1439,18150
Scion,xD,2013,regular unleaded,128,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,27,105,18155
Ford,Ranger,2011,regular unleaded,143,4,MANUAL,rear wheel drive,2,Mid-Size Pickup,Compact,Regular Cab Pickup,27,22,5657,18160
Nissan,Sentra,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,40,30,2009,18160
Chevrolet,Sonic,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,34,24,1385,18170
Ford,Focus,2017,regular unleaded,123,3,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,42,30,5657,18175
Subaru,Impreza,2015,regular unleaded,148,4,MANUAL,all wheel drive,4,Sub-Compact,Compact,Sedan,34,25,640,18195
Suzuki,SX4,2012,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,32,25,481,18199
Chevrolet,Sonic,2015,regular unleaded,138,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,40,29,1385,18235
Suzuki,SX4,2011,regular unleaded,150,4,MANUAL,all wheel drive,4,Crossover,Compact,4dr Hatchback,30,22,481,18249
Hyundai,Elantra,2015,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,38,28,1439,18250
Hyundai,Elantra,2016,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,38,28,1439,18250
Chrysler,PT Cruiser,2010,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,24,19,1013,18275
Honda,Civic,2015,regular unleaded,143,4,MANUAL,front wheel drive,2,Compact,Compact,Coupe,36,28,2202,18290
Nissan,Frontier,2016,regular unleaded,152,4,MANUAL,rear wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,23,19,2009,18290
Kia,Rio,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,1720,18290
Subaru,Impreza,2016,regular unleaded,148,4,MANUAL,all wheel drive,4,Sub-Compact,Compact,Sedan,34,25,640,18295
Mitsubishi,Lancer,2015,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,34,26,436,18295
Suzuki,SX4,2011,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr Hatchback,30,23,481,18299
Volkswagen,Jetta,2015,regular unleaded,115,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,34,25,873,18320
Suzuki,SX4,2013,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr Hatchback,30,23,481,18349
Nissan,Sentra,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,39,30,2009,18350
Honda,Fit,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32,2202,18360
Nissan,Frontier,2017,regular unleaded,152,4,MANUAL,rear wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,23,19,2009,18390
Subaru,Impreza,2017,regular unleaded,152,4,MANUAL,all wheel drive,4,Midsize,Midsize,Sedan,38,28,640,18395
Mitsubishi,Lancer Sportback,2012,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,24,436,18395
Kia,Soul,2014,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,31,23,1720,18400
Ford,Fiesta,2015,regular unleaded,120,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,36,28,5657,18405
Volkswagen,Jetta,2015,regular unleaded,115,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,34,23,873,18425
Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,41,29,586,18445
Ford,Focus,2015,flex-fuel,160,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,36,26,5657,18460
Scion,iM,2016,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,27,105,18460
Honda,Civic,2015,regular unleaded,143,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,36,28,2202,18490
Volkswagen,Golf,2016,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,37,25,873,18495
Mitsubishi,Lancer Sportback,2013,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,24,436,18495
Suzuki,SX4,2012,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr Hatchback,30,23,481,18499
Toyota,Corolla,2017,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,36,28,2031,18500
Honda,Insight,2012,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Hybrid,Compact,4dr Hatchback,44,41,2202,18500
Honda,Insight,2012,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Hybrid,Compact,4dr Hatchback,44,41,2202,18500
Ford,Focus,2016,flex-fuel,160,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,36,26,5657,18515
Chevrolet,Cruze,2017,regular unleaded,153,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,39,28,1385,18525
Ford,Fiesta,2016,regular unleaded,120,4,MANUAL,front wheel drive,4,Sub-Compact,Compact,Sedan,35,27,5657,18530
Mazda,3,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29,586,18545
Suzuki,SX4,2012,regular unleaded,150,4,MANUAL,all wheel drive,4,Crossover,Compact,4dr Hatchback,30,22,481,18549
Nissan,Sentra,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,38,29,2009,18550
Toyota,Corolla,2015,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,38,29,2031,18565
Dodge,Caliber,2011,regular unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,Wagon,32,24,1851,18585
Kia,Forte,2015,regular unleaded,173,4,MANUAL,front wheel drive,2,Sub-Compact,Compact,Coupe,33,24,1720,18590
Dodge,Dart,2014,regular unleaded,184,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,35,22,1851,18595
Hyundai,Elantra Coupe,2013,regular unleaded,145,4,AUTOMATIC,front wheel drive,2,Compact,Compact,Coupe,37,27,1439,18595
Hyundai,Elantra Coupe,2013,regular unleaded,148,4,AUTOMATIC,front wheel drive,2,Compact,Compact,Coupe,37,27,1439,18595
Mitsubishi,Lancer Sportback,2014,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,24,436,18595
Mitsubishi,Lancer,2016,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Sub-Compact,Compact,Sedan,35,27,436,18595
Suzuki,SX4,2011,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr Hatchback,29,23,481,18599
Honda,Fit,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32,2202,18600
Honda,Insight,2013,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Hybrid,Compact,4dr Hatchback,44,41,2202,18600
Honda,Insight,2013,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Hybrid,Compact,4dr Hatchback,44,41,2202,18600
